track_id,track_key,split
5082,B:minor,validation
5086,B:minor,training
5088,F:minor,training
5091,G:major,training
5092,C:minor,training
5095,C#:minor,training
5102,F:minor,validation
5112,D:minor,training
5113,A#:minor,validation
5115,G:major,training
5117,G:major,training
5118,G:minor,training
5119,E:major,validation
5131,D:major,training
5135,B:major,training
5138,D:minor,training
5140,D:major,training
5144,C:minor,training
5150,D#:minor,training
5152,F:minor,training
5156,C:major,training
5159,F#:minor,training
5168,C#:minor,training
5172,C#:major,training
5183,C#:minor,training
5184,C:major,training
5188,B:major,training
5195,D:minor,training
5197,G:major,training
5215,B:minor,validation
5218,D:minor,training
5219,C#:major,training
5220,G:minor,training
5222,D#:minor,training
5223,D:minor,training
5230,C:minor,training
5236,C:minor,training
5238,F:minor,training
5245,G:minor,training
5249,G#:minor,training
5250,G#:major,training
5254,A#:major,training
5259,G#:minor,training
5261,G#:minor,training
5266,G#:minor,training
5268,B:major,validation
5274,B:minor,training
5281,F#:major,training
5286,F:minor,training
5291,G:minor,training
5294,F#:minor,validation
5297,F:minor,training
5298,E:major,training
5306,D:major,training
5308,G:major,training
5311,E:major,training
5314,B:minor,validation
5315,F:minor,training
5317,D:minor,validation
5320,F#:major,training
5331,D:minor,training
5332,A:minor,training
5333,A#:minor,training
5336,F:major,training
5340,C#:minor,training
5343,C:minor,training
5346,C#:major,training
5348,D#:minor,training
5349,E:major,validation
5350,C:minor,training
5353,A:minor,training
5356,A:minor,training
5359,C:minor,training
5362,A#:minor,validation
5363,G:major,training
5365,G:major,training
5371,C#:minor,validation
5373,G:minor,training
5374,C:minor,training
5379,G#:major,training
5382,D#:minor,training
5384,A:minor,validation
5385,G#:minor,training
5388,C:major,training
5396,D:minor,training
5397,D:minor,validation
5400,C#:minor,training
5401,C#:minor,training
5405,C#:minor,training
5406,D:minor,training
5407,G:minor,training
5413,E:major,training
5417,F:minor,training
5420,B:minor,training
5428,C#:minor,training
5431,D:minor,training
5433,D:major,training
5448,C:minor,training
5455,G#:major,validation
5456,D:minor,training
5463,C:minor,training
5464,B:major,training
5465,C:minor,training
5466,E:minor,training
5467,F:minor,training
5469,C#:major,training
5472,G:major,validation
5484,E:minor,training
5490,C:minor,training
5491,A:minor,training
5494,C:minor,training
5495,A:minor,validation
5503,G:minor,training
5505,D:minor,training
5506,A:major,validation
5507,F:major,training
5512,A:major,validation
5521,C#:minor,validation
5526,G#:minor,training
5527,C#:minor,validation
5531,B:minor,validation
5544,F:minor,training
5545,G:minor,training
5546,F:minor,validation
5552,D:major,training
5556,G#:major,training
5570,A#:minor,training
5571,A#:major,training
5573,D#:minor,training
5574,C#:major,training
5577,D#:major,training
5583,G:major,training
5586,C:minor,training
5587,C#:minor,training
5588,F:minor,training
5589,D#:minor,training
5590,D#:major,training
5591,D:minor,training
5597,F#:minor,training
5603,E:minor,training
5616,C#:minor,training
5621,C:minor,training
5622,C#:minor,training
5624,G:major,training
5626,C#:minor,training
5628,F:minor,training
5637,C:major,training
5641,C:minor,training
5651,D#:minor,training
5655,F#:minor,training
5656,G:major,training
5657,E:minor,training
5660,F#:minor,training
5661,G:minor,validation
5664,F:minor,training
5667,C:minor,validation
5668,C#:minor,validation
5671,B:major,training
5677,E:minor,training
5682,F:minor,validation
5691,B:minor,training
5693,C#:minor,training
5705,G#:minor,training
5707,C:minor,training
5718,D#:major,training
5720,C#:major,training
5724,D:minor,training
5726,D#:minor,training
5734,G#:major,training
5747,C#:major,training
5750,A#:minor,training
5758,B:major,training
5759,C#:major,training
5764,F#:major,training
5777,B:minor,training
5783,C:minor,training
5784,E:minor,validation
5786,C#:major,training
5788,B:minor,training
5793,C:minor,training
5800,D:major,training
5803,C#:major,training
5806,G:minor,training
5808,D#:major,training
5817,C#:major,validation
5819,C:minor,training
5824,F:minor,training
5826,F:minor,training
5827,E:minor,training
5833,C:major,training
5834,D:minor,training
5835,F:minor,training
5837,E:major,training
5841,E:minor,training
5842,A:minor,training
5847,C:minor,validation
5848,C:minor,training
5849,B:minor,validation
5855,F#:major,training
5857,F:minor,training
5867,D:major,training
5870,F#:minor,training
5877,F:major,training
5878,B:minor,training
5882,C#:major,training
5887,C#:minor,training
5888,G:minor,training
5890,F:major,training
5894,C:major,training
5900,C#:minor,training
5903,F:minor,validation
5904,E:minor,training
5914,F#:minor,training
5925,C:minor,training
5926,C:minor,training
5932,A:minor,training
5933,F#:minor,training
5936,B:minor,training
5937,C:minor,training
5942,C:minor,training
5945,D:major,training
5946,G#:minor,training
5950,A#:minor,training
5952,A#:minor,validation
5954,C:minor,training
5963,B:minor,training
5967,C#:minor,training
5968,D#:minor,training
5971,F:major,training
5972,D:minor,training
5973,F#:major,training
5976,F:minor,training
5977,D:minor,training
5984,E:minor,training
5988,E:minor,training
5997,D:major,training
5999,F:major,validation
6005,D:major,training
6011,F:minor,training
6024,C#:minor,validation
6032,G#:major,training
6033,A#:minor,training
6034,F:major,training
6044,D:major,training
6046,E:minor,training
6047,G:minor,training
6051,D#:minor,training
6057,B:major,training
6065,E:minor,training
6067,C:minor,training
6068,C:minor,validation
6070,A:minor,training
6073,E:major,training
6076,F:minor,training
6080,D:minor,training
6085,C:minor,validation
6086,E:minor,training
6087,A:minor,training
6090,D:minor,training
6098,A:major,validation
6099,F:minor,training
6101,C:minor,training
6105,F:minor,training
6107,D:minor,training
6123,A#:minor,validation
6132,F#:major,validation
6134,A:major,training
6142,A:minor,training
6153,B:minor,training
6157,G:minor,training
6164,F:minor,training
6172,F:major,training
6174,E:minor,training
6177,F#:minor,training
6182,D#:major,training
6188,E:minor,validation
6191,F:minor,training
6194,E:major,training
6195,E:minor,training
6202,A:minor,validation
6203,E:minor,training
6211,F:minor,training
6212,A:minor,training
6217,F#:minor,training
6225,C:minor,training
6227,E:minor,training
6230,G#:major,training
6231,F:minor,training
6235,A:minor,training
6245,E:minor,training
6247,C#:minor,training
6251,C#:minor,training
6252,G#:minor,training
6253,C:minor,training
6271,G#:major,validation
6272,G:major,training
6285,G:major,training
6290,C:minor,training
6292,G:major,training
6302,B:minor,training
6303,A#:minor,training
6312,B:major,validation
6313,C:minor,training
6315,D:minor,training
6320,D#:major,training
6324,C:major,training
6328,B:minor,validation
6333,D:minor,training
6334,F#:minor,training
6338,C#:minor,training
6342,D:major,training
6345,A#:major,training
6346,D#:minor,validation
6348,F:major,training
6350,A:minor,training
6353,B:minor,training
6356,C:minor,training
6363,D:minor,training
6368,B:minor,training
6369,G#:minor,training
6372,A:minor,training
6375,G:major,training
6377,E:minor,training
6380,G:minor,training
6381,F:minor,training
6382,D#:major,training
6386,B:minor,training
6392,B:major,training
6396,A:minor,training
6403,E:major,validation
6407,E:minor,validation
6412,G:major,training
6413,C:major,validation
6420,F:major,training
6427,F#:minor,training
6432,D#:major,validation
6438,D:major,validation
6441,G#:major,training
6451,E:minor,validation
6454,A:major,training
6470,B:major,training
6473,E:minor,training
6474,F#:minor,training
6476,C:minor,training
6477,D:minor,training
6486,A#:major,training
6487,F#:major,training
6488,F:minor,training
6491,D#:minor,training
6503,G#:major,validation
6504,B:minor,training
6505,D#:minor,training
6515,F:minor,validation
6520,C:major,training
6530,A:major,validation
6531,B:minor,validation
6532,F:major,training
6537,A:minor,training
6538,F#:major,training
6547,D#:minor,training
6556,F:minor,validation
6561,E:minor,training
6562,G:major,training
6567,A:minor,training
6568,C#:major,training
6571,C:minor,training
6574,C#:minor,training
6577,D:minor,training
6582,D#:minor,validation
6584,D:minor,training
6585,F:minor,validation
6588,A:minor,training
6590,B:major,training
6591,F:minor,training
6593,C:major,training
6594,E:minor,training
6595,G:minor,training
6598,B:major,training
6609,E:minor,validation
6611,G#:major,training
6614,B:minor,training
6616,B:minor,training
6617,E:minor,training
6618,F:minor,training
6619,E:minor,training
6620,B:minor,training
6623,D#:minor,training
6631,F:minor,training
6643,F:minor,training
6646,A#:minor,training
6649,F#:minor,training
6653,C:minor,validation
6654,D:major,training
6659,C:minor,training
6673,G#:minor,training
6676,C:minor,validation
6679,D:minor,training
6680,E:minor,training
6683,F#:major,training
6685,D#:minor,training
6687,A#:major,training
6688,A#:minor,training
6694,C:minor,validation
6696,E:minor,training
6698,B:minor,training
6702,E:minor,training
6705,D:minor,training
6706,C#:major,training
6707,F:minor,training
6715,C#:minor,training
6718,G#:minor,training
6723,D:minor,validation
6726,B:minor,training
6727,D:minor,training
6731,C#:minor,training
6736,F:minor,training
6743,F:minor,training
6745,A:minor,training
6760,A#:minor,training
6764,D:major,training
6773,C#:major,training
6775,F:minor,training
6776,A:major,training
6777,C:minor,training
6778,C:minor,training
6780,D#:major,validation
6783,G#:major,training
6784,F:minor,training
6787,C:minor,training
6793,D#:major,training
6797,F:minor,training
6799,C:minor,validation
6804,E:major,training
6805,G:major,validation
6807,F:major,training
6812,F#:major,training
6815,C#:minor,validation
6816,D:major,training
6826,C#:major,training
6830,G:minor,training
6831,B:major,training
6835,E:minor,training
6840,C#:minor,training
6846,A#:major,training
6848,A#:minor,training
6851,A#:major,training
6861,C#:minor,training
6862,B:minor,training
6866,B:minor,training
6868,C#:minor,training
6872,G:major,validation
6873,D:major,training
6874,F:minor,training
6876,F:minor,training
6877,A#:minor,training
6881,C:minor,training
6883,A#:major,training
6888,F#:minor,training
6894,B:major,training
6895,F#:minor,training
6899,C:minor,training
6901,D#:minor,training
6903,D#:minor,training
6904,C:major,training
6908,F:major,training
6911,E:minor,training
6913,A:minor,training
6914,B:major,training
6916,B:major,training
6917,D#:minor,training
6918,C:minor,training
6922,B:major,training
6924,D:minor,training
6927,F:major,training
6930,D#:minor,training
6931,C:minor,training
6932,A:major,training
6937,A:minor,validation
6938,A#:major,training
6940,D:major,training
6945,F#:major,training
6953,C#:major,training
6954,F:minor,training
6956,F:minor,training
6958,A:minor,training
6960,B:minor,training
6962,D#:major,validation
6968,D#:minor,training
6972,D:minor,validation
6975,F:minor,validation
6976,D:minor,training
6982,C:minor,training
6988,E:major,validation
7001,D:minor,training
7003,C:minor,training
7010,B:minor,training
7016,F#:major,training
7017,G:major,training
7018,G#:major,training
7030,G:minor,training
7031,E:minor,training
7034,D:minor,training
7037,G#:minor,training
7040,C#:major,training
7042,G#:major,training
7046,C:minor,training
7049,E:minor,training
7050,E:major,validation
7052,E:major,training
7056,G#:major,training
7058,A#:minor,training
7059,F:major,training
7060,C#:major,training
7063,D:minor,training
7064,C:minor,training
7069,F:minor,training
7072,E:minor,training
7074,A#:minor,training
7084,C#:minor,training
7087,E:minor,training
7094,G#:major,training
7095,C#:minor,training
7098,D:major,training
7105,E:minor,training
7114,D#:major,training
7121,E:minor,training
7122,C:minor,training
7127,C:minor,training
7132,C#:major,training
7135,C#:major,training
7141,C#:minor,training
7142,F:minor,training
7145,C#:minor,training
7146,D:major,training
7147,B:major,training
7152,D:minor,training
7158,B:minor,training
7159,E:minor,validation
7161,E:minor,training
7164,G:major,training
7165,D#:minor,training
7166,C:minor,training
7177,F#:major,training
7185,C#:major,training
7187,G:minor,training
7188,F:major,validation
7194,G:minor,training
7200,D:minor,training
7209,E:major,training
7224,G#:minor,training
7228,E:minor,training
7230,A:minor,training
7231,E:minor,training
7233,A#:minor,training
7243,G:minor,training
7245,F:minor,training
7250,A#:minor,training
7255,C#:minor,training
7257,C#:minor,training
7267,G#:major,training
7282,C#:minor,training
7284,C#:minor,training
7290,C:major,training
7292,F:minor,training
7296,A:major,training
7297,G:minor,training
7298,D:major,validation
7299,G:minor,training
7300,C:minor,training
7301,F:minor,training
7303,D#:minor,training
7305,A#:major,training
7317,A:minor,training
7321,C#:minor,training
7324,F:minor,validation
7326,B:minor,training
7334,D:major,training
7336,F#:minor,training
7340,A:minor,training
7345,A#:major,validation
7346,G#:minor,training
7347,C:minor,training
7348,E:major,training
7366,C:minor,training
7380,B:minor,training
7383,C#:minor,validation
7384,C:minor,training
7385,A:minor,training
7389,D:minor,training
7391,A:major,training
7393,A:minor,training
7404,F:minor,training
7406,D#:major,validation
7407,C:major,training
7408,D:minor,training
7413,D#:minor,training
7418,E:minor,training
7422,C#:major,training
7428,G:minor,validation
7436,E:minor,training
7443,G:major,training
7446,C:minor,training
7449,A#:major,training
7451,G:minor,validation
7455,B:minor,training
7461,C#:minor,training
7464,D#:major,training
7466,B:minor,training
7467,C:minor,training
7469,G:minor,training
7472,B:minor,validation
7473,D:minor,validation
7475,A:major,validation
7482,E:minor,training
7484,F#:minor,training
7486,C#:major,training
7488,B:minor,training
7489,F#:major,training
7493,F#:minor,training
7494,F#:minor,training
7495,C#:major,training
7501,D#:minor,validation
7504,C:minor,training
7505,G:minor,training
7510,C:minor,training
7512,F#:minor,training
7513,G#:minor,validation
7517,G:major,training
7519,F#:minor,training
7524,D#:major,training
7548,F:minor,training
7551,D:minor,training
7554,G:minor,training
7556,D#:minor,validation
7557,A:major,training
7560,C:minor,training
7571,C:minor,validation
7572,G:minor,validation
7575,D#:major,training
7582,B:major,training
7585,F:minor,training
7588,G#:major,training
7591,C:minor,training
7592,B:minor,training
7595,G:major,validation
7597,F:major,training
7600,F:minor,training
7601,A:minor,training
7611,E:major,training
7618,G:minor,training
7624,F:minor,training
7625,C:major,validation
7626,D#:minor,training
7627,G#:minor,training
7634,C#:minor,training
7635,E:major,training
7640,E:minor,training
7649,E:minor,training
7655,D:minor,validation
7658,A#:major,training
7661,C:minor,training
7672,F#:minor,validation
7676,B:major,training
7680,C:minor,training
7682,G#:minor,validation
7683,F:major,training
7686,D:major,training
7691,C#:minor,training
7696,A#:minor,training
7697,A#:minor,training
7698,G:minor,validation
7699,A#:minor,training
7701,A:minor,training
7707,F#:major,training
7709,C:minor,training
7710,A:minor,training
7715,A:major,training
7727,D:minor,training
7737,D#:major,training
7739,C#:major,training
7740,G:major,training
7745,G:minor,training
7750,F#:minor,training
7752,C:minor,training
7755,E:minor,training
7759,D#:major,training
7761,B:minor,training
7762,C#:minor,validation
7767,F:minor,training
7768,A:minor,training
7770,C:major,training
7772,E:major,training
7773,F:minor,training
7774,F#:minor,training
7776,F:minor,training
7778,F:minor,training
7779,D#:minor,training
7780,G:major,training
7785,D#:major,training
7797,E:minor,training
7802,C#:minor,training
7804,C:minor,training
7812,B:major,training
7815,E:minor,training
7816,E:major,training
7817,D:major,validation
7825,G#:minor,validation
7829,F:minor,training
7831,F:minor,training
7833,G:minor,training
7837,G#:minor,training
7838,G#:major,training
7839,C:minor,training
7842,D:minor,training
7845,E:minor,training
7851,D#:minor,training
7856,C#:major,validation
7859,A:minor,training
7861,F:minor,training
7866,D#:minor,training
7868,A:minor,validation
7869,G:major,training
7870,G:minor,training
7871,C#:major,training
7873,C:minor,training
7880,A:minor,training
7889,A:minor,training
7892,B:minor,training
7897,B:major,training
7902,G#:minor,validation
7905,C#:major,validation
7906,E:major,training
7907,A:minor,training
7910,E:minor,training
7911,C:minor,training
7912,C:minor,training
7913,C:minor,validation
7915,B:major,training
7917,F:major,training
7920,C#:minor,training
7924,C:minor,training
7929,G#:minor,training
7938,C:major,training
7945,G#:major,validation
7951,G:major,validation
7953,D#:minor,training
7954,C:minor,training
7961,F:minor,validation
7971,E:minor,training
7975,D#:minor,training
7982,C:minor,training
7987,F#:minor,training
7989,F:minor,training
7994,C:minor,training
7998,A#:minor,training
7999,G:minor,validation
8006,F:minor,validation
8009,A#:minor,training
8011,D:major,training
8013,D:major,training
8017,F:major,training
8020,A#:major,training
8023,A#:minor,training
8027,D:minor,training
8030,G#:major,training
8036,F#:minor,validation
8042,D:minor,training
8058,A#:minor,validation
8059,G:minor,training
8063,E:minor,training
8071,A:major,training
8073,A#:minor,training
8075,B:major,training
8076,G:minor,training
8078,D:minor,training
8079,G:major,training
8080,D#:major,training
8083,A#:minor,validation
8090,C:major,training
8091,C#:minor,training
8092,D#:minor,training
8093,A#:major,training
8094,G:minor,validation
8100,D#:major,training
8102,A:minor,training
8106,A:minor,training
8113,C#:minor,training
8121,G#:major,training
8125,E:major,training
8133,F:minor,training
8146,G:major,validation
8147,F:major,training
8151,G:minor,training
8155,C#:minor,training
8156,D:minor,training
8158,C:minor,validation
8160,E:major,training
8164,D:major,training
8165,F:minor,training
8172,G#:minor,training
8173,G#:minor,training
8176,G:minor,training
8183,C#:major,validation
8187,F:minor,training
8189,A:minor,training
8190,F#:major,training
8191,D#:major,training
8194,F:major,training
8196,G:major,training
8198,G#:major,validation
8200,F:minor,training
8204,F:minor,training
8210,G#:minor,training
8216,E:minor,training
8223,A#:major,training
8225,C:major,training
8228,A:minor,training
8232,G:minor,training
8237,F:minor,validation
8239,E:minor,training
8242,G:major,training
8248,B:minor,training
8250,D#:minor,training
8253,D#:minor,training
8259,C:minor,training
8264,C#:minor,training
8267,F:minor,training
8270,E:minor,training
8274,C:minor,training
8284,C:major,validation
8286,F#:minor,training
8290,B:minor,training
8302,F:minor,training
8308,C:minor,training
8309,D#:minor,training
8311,D#:major,training
8312,A:minor,validation
8313,F#:minor,training
8317,C#:major,training
8326,G#:major,training
8334,E:minor,training
8340,D:major,training
8342,E:minor,training
8343,G#:minor,validation
8348,C#:minor,training
8355,C:minor,training
8359,D#:minor,training
8363,G:minor,training
8365,C:minor,training
8367,C:major,validation
8372,F:major,training
8376,E:minor,training
8377,F:minor,training
8378,C:minor,training
8379,G#:minor,training
8381,D:minor,validation
8385,G:major,training
8391,D:major,training
8393,F:minor,training
8397,F:minor,training
8406,C#:minor,training
8410,F:minor,training
8416,F#:major,training
8417,F:minor,training
8419,F:minor,training
8420,E:minor,training
8428,E:minor,training
8431,C:minor,validation
8441,D:major,training
8446,G#:minor,training
8449,F#:major,training
8452,E:minor,training
8455,A#:minor,training
8457,B:major,training
8460,E:minor,training
8464,D#:major,training
8466,F:minor,validation
8470,F:major,training
8473,C:minor,training
8478,A:minor,training
8480,D#:minor,training
8486,E:minor,training
8490,F:minor,training
8491,D:minor,training
8492,E:major,training
8496,E:minor,training
8498,G:minor,training
8509,D:major,validation
8514,F#:minor,training
8519,F:major,training
8529,D:major,training
8532,F:minor,training
8537,F:minor,validation
8542,G#:major,training
8543,A:minor,training
8546,C#:major,training
8548,A:major,training
8549,C:major,training
8550,F:minor,training
8553,C#:minor,training
8565,G#:minor,training
8566,E:minor,training
8570,D:major,training
8573,B:minor,training
8574,E:minor,training
8575,C:minor,training
8576,G:minor,training
8577,C:minor,validation
8584,G:minor,training
8586,D:major,training
8587,G#:minor,training
8588,G:minor,training
8591,C#:major,training
8600,E:minor,training
8608,G:major,training
8609,G:minor,validation
8610,E:major,training
8614,E:minor,training
8624,B:minor,training
8631,D#:major,training
8632,F:minor,training
8636,G#:major,training
8641,B:major,validation
8642,D#:major,training
8643,D:major,training
8655,G:minor,training
8662,D#:minor,training
8678,D:minor,training
8681,A:minor,validation
8685,E:minor,training
8689,E:minor,training
8690,A#:major,training
8691,E:minor,training
8700,F#:major,training
8701,F#:minor,training
8704,G:major,training
8711,E:minor,training
8715,D:major,training
8733,D:major,training
8739,C:minor,training
8740,A#:major,validation
8743,B:minor,training
8746,E:minor,training
8751,G:minor,validation
8754,A#:minor,training
8757,C#:major,validation
8758,F:minor,training
8759,G#:major,training
8770,F#:major,training
8775,C#:minor,training
8776,G:minor,training
8784,F:major,training
8785,D:minor,training
8789,F:minor,training
8795,D:minor,training
8798,F:minor,training
8803,F#:major,training
8813,A:minor,training
8817,D:major,validation
8818,A:minor,training
8824,C:minor,training
8831,F#:major,training
8832,F#:minor,training
8836,G:minor,validation
8838,B:minor,training
8840,E:minor,training
8847,E:minor,validation
8852,G:minor,training
8856,E:minor,training
8857,C#:major,training
8863,D#:minor,validation
8872,G:minor,training
8874,F#:minor,training
8875,D:minor,training
8877,G#:minor,training
8883,C:major,training
8884,B:major,training
8885,F#:major,training
8886,D:major,training
8889,A#:minor,training
8891,D:major,training
8896,C:minor,training
8897,F:minor,validation
8898,E:major,validation
8899,A#:major,training
8905,G#:minor,training
8913,A:major,training
8916,A:minor,training
8930,F:minor,validation
8931,F#:minor,training
8942,G#:minor,training
8946,F#:minor,training
8949,A:minor,training
8952,F:minor,training
8954,C#:major,training
8956,C:minor,training
8958,C#:minor,validation
8959,F:minor,training
8960,A#:major,training
8962,B:major,training
8965,E:major,training
8969,D#:minor,training
8971,B:minor,training
8974,B:minor,training
8985,C:minor,training
8991,E:minor,training
8994,C:minor,training
8997,G#:major,training
9004,C#:minor,training
9012,C:major,training
9013,G#:major,training
9015,G:minor,training
9017,C:minor,training
9018,D:minor,training
9019,A:minor,training
9023,G:major,training
9024,G:minor,training
9026,B:minor,training
9028,C:minor,training
9029,A:major,training
9030,D:major,training
9033,E:minor,training
9034,D#:major,training
9035,A:major,training
9039,C#:major,training
9049,G#:minor,training
9051,G#:minor,training
9058,C:minor,training
9060,C#:major,training
9069,D:major,training
9070,A#:major,training
9072,C:minor,validation
9075,C:minor,validation
9077,G#:major,training
9078,F:major,training
9079,G#:major,training
9080,B:minor,training
9081,B:minor,training
9094,C:minor,validation
9103,F#:minor,training
9107,D:major,training
9109,F#:major,training
9122,C:minor,validation
9127,C:minor,training
9134,B:minor,training
9135,G#:minor,training
9141,C:minor,training
9143,G#:major,training
9147,E:minor,training
9150,F:minor,training
9153,B:major,training
9160,G#:minor,training
9166,B:major,training
9169,C#:minor,training
9175,G:major,training
9181,A:minor,training
9183,D:major,training
9185,E:major,training
9187,C#:minor,training
9192,F#:minor,training
9196,C:major,training
9210,G:major,validation
9215,A#:minor,training
9220,F:minor,training
9225,A#:major,validation
9228,F#:major,training
9229,D#:major,training
9234,C:minor,training
9237,G:minor,validation
9238,A#:major,training
9242,A#:minor,validation
9245,B:minor,training
9253,G:minor,training
9261,B:minor,training
9264,A:minor,validation
9265,C:minor,training
9270,C:minor,training
9271,E:minor,training
9274,C:minor,training
9285,A#:minor,training
9291,G#:major,training
9294,A:major,validation
9295,D:minor,training
9298,F:minor,training
9304,C#:major,training
9307,D:major,training
9312,C#:minor,validation
9318,F:minor,training
9319,D:minor,training
9326,B:major,training
9328,C:major,training
9334,F:minor,training
9336,C:minor,training
9337,A:minor,training
9339,C:minor,training
9353,G:minor,training
9359,G:minor,validation
9361,G:major,training
9362,C:minor,training
9363,B:minor,training
9367,D:minor,training
9369,F#:minor,training
9370,C:major,training
9372,C#:major,training
9375,C#:major,training
9376,A:major,training
9381,F:minor,training
9383,D:minor,validation
9390,D#:minor,training
9391,A#:major,validation
9396,G:minor,training
9397,G#:major,training
9398,A:major,training
9399,G:major,training
9403,E:minor,training
9405,E:minor,validation
9414,C:minor,training
9415,D:minor,training
9416,D:major,training
9423,B:minor,training
9424,A:minor,training
9426,G:major,validation
9428,F:minor,training
9442,C:major,training
9443,C#:minor,training
9444,F:minor,training
9449,D:minor,training
9452,C:major,training
9455,E:major,training
9465,G:major,validation
9467,F:minor,training
9470,E:minor,training
9473,F:minor,validation
9477,B:minor,training
9483,G#:minor,validation
9484,C#:minor,training
9486,A:minor,training
9488,C:minor,training
9491,A:minor,training
9492,F:minor,training
9497,G:minor,training
9501,D:minor,training
9505,A#:minor,validation
9510,E:major,training
9512,D#:minor,validation
9517,A:minor,training
9519,G:minor,training
9521,A#:minor,training
9523,B:major,training
9525,F#:minor,validation
9526,A#:major,training
9531,A:major,training
9532,G#:minor,training
9543,F#:minor,training
9547,F:minor,training
9549,F#:major,training
9550,C:minor,training
9551,F:minor,validation
9555,F#:minor,training
9556,B:minor,training
9558,D#:minor,validation
9563,F:minor,training
9564,E:major,training
9568,D:major,training
9572,A:minor,training
9575,G#:major,validation
9579,D:minor,validation
9581,A#:major,training
9585,G:minor,training
9587,D#:major,training
9590,A:minor,training
9591,F:minor,training
9593,G#:major,training
9601,G:minor,training
9605,G#:major,training
9606,G:minor,validation
9611,F#:minor,training
9617,C:minor,training
9618,D#:minor,training
9620,D:major,training
9622,G#:major,training
9623,A#:major,training
9625,C:major,training
9627,E:minor,training
9632,E:minor,training
9633,F#:major,validation
9636,A:minor,training
9641,G:major,training
9645,E:minor,training
9656,C:minor,training
9657,E:minor,validation
9660,D:minor,training
9661,D#:major,validation
9662,C#:minor,training
9666,F:minor,training
9669,G:minor,training
9678,E:minor,training
9692,D:major,training
9693,D#:minor,training
9709,A:major,training
9710,A#:minor,training
9712,F#:major,validation
9714,A:minor,training
9719,C#:minor,training
9721,D:minor,training
9722,A:minor,training
9726,A#:minor,training
9731,C#:minor,training
9735,F#:minor,training
9737,D#:major,training
9738,A:major,training
9739,G:minor,training
9741,C:minor,training
9744,G:minor,training
9747,C:minor,training
9749,F:minor,training
9750,E:major,validation
9755,F:minor,training
9756,F:major,validation
9762,F:minor,validation
9774,F:minor,training
9777,B:minor,training
9789,F:major,training
9796,A#:minor,training
9798,E:major,training
9806,C#:minor,training
9809,F:minor,training
9810,D:minor,training
9814,G#:major,training
9824,C:minor,training
9833,B:major,training
9845,C:minor,training
9847,F:minor,training
9853,G#:minor,training
9854,F#:major,training
9865,F#:minor,training
9869,C#:minor,training
9870,D:minor,training
9873,A:minor,training
9880,C:minor,training
9882,C:minor,validation
9883,A#:major,training
9887,C#:minor,training
9888,G#:major,training
9889,A#:major,training
9899,F#:minor,validation
9904,G:minor,training
9907,F#:major,validation
9909,F#:minor,training
9919,D:major,training
9920,F#:minor,training
9921,G#:minor,validation
9924,A#:major,training
9925,A#:major,training
9931,G:minor,training
9941,B:minor,training
9944,G:major,training
9950,A:minor,validation
9955,F:minor,training
9959,F#:major,training
9960,A:minor,training
9962,C#:minor,training
9966,F#:minor,validation
9969,D#:major,training
9971,G:major,training
9972,A:major,training
9975,A:minor,training
9980,D#:minor,training
9983,B:minor,training
9985,F#:minor,training
9994,D:minor,training
9997,D:minor,training
10001,E:minor,training
10003,F#:major,training
10004,C#:major,training
10006,D:minor,training
10010,G:minor,training
10018,D#:major,training
10019,G#:major,training
10032,D#:major,training
10033,G:minor,training
10038,C#:minor,training
10041,F:minor,training
10047,C:minor,training
10051,F:minor,training
10053,A:minor,training
10055,D:major,training
10057,G#:minor,training
10060,F:minor,validation
10061,E:minor,training
10064,F#:minor,training
10071,F#:minor,training
10074,D#:minor,training
10075,G:minor,training
10080,F:minor,training
10084,C:minor,training
10090,G#:major,validation
10091,C:minor,training
10092,D#:major,training
10093,C#:minor,training
10101,G:major,training
10102,A:major,training
10106,B:major,training
10118,C:major,training
10119,C#:minor,training
10131,A#:minor,validation
10145,E:major,training
10147,E:minor,training
10152,A#:major,training
10153,F:minor,training
10156,F:minor,training
10157,F:minor,validation
10166,D:major,training
10174,G:minor,validation
10178,A:minor,training
10182,F:major,training
10183,F#:minor,validation
10184,D:major,training
10185,A:minor,training
10189,F:minor,training
10191,C:minor,training
10192,F:minor,training
10195,C:major,training
10200,D#:major,validation
10204,C#:minor,validation
10206,B:minor,training
10209,E:minor,training
10210,B:minor,training
10211,G:minor,training
10214,F:minor,validation
10217,E:minor,training
10219,C#:minor,validation
10220,E:minor,training
10221,D#:minor,training
10222,D:minor,training
10224,F#:major,training
10229,D#:minor,training
10235,E:minor,training
10238,G:major,training
10239,D#:minor,validation
10240,A#:major,training
10242,E:minor,training
10244,A#:major,training
10255,B:major,training
10261,G:minor,training
10263,F:minor,training
10273,F#:minor,training
10278,D:major,training
10279,F:minor,training
10282,F#:major,training
10292,B:minor,training
10293,D#:major,training
10294,G#:major,validation
10296,E:minor,training
10298,E:major,training
10304,D:minor,training
10320,E:major,training
10328,F#:minor,training
10329,A:major,training
10330,D:minor,training
10333,C:major,training
10336,C:minor,training
10342,G:minor,validation
10344,E:minor,training
10353,F:minor,training
10356,A#:minor,training
10359,C:minor,training
10361,B:minor,training
10362,D:minor,training
10363,A#:major,training
10365,D:minor,training
10376,G:major,training
10379,E:major,training
10380,G#:major,training
10385,C:minor,training
10388,E:major,training
10393,F#:minor,training
10394,C#:major,training
10396,A:major,training
